Herb_Name,Concentration,pH,TDS_ppm,ORP_mV,Temperature_C,Color_R,Color_G,Color_B,Potency
Chirayata,0.5,5.664,248.34,104.92,24.22,186,250,148,Low
Chirayata,0.5,5.457,202.88,54.88,25.87,183,215,161,Low
Chirayata,0.5,5.114,206.25,62.98,23.9,185,157,165,Low
Chirayata,0.5,5.538,199.96,70.46,25.15,211,152,93,Low
Chirayata,0.5,5.542,129.65,74.12,24.78,215,130,123,Low
Chirayata,0.5,5.712,170.89,70.99,25.98,135,195,152,Low
Chirayata,0.5,5.14,244.91,119.14,23.96,114,168,149,Low
Chirayata,0.5,5.34,308.69,65.43,24.7,173,123,169,Low
Chirayata,0.5,5.462,133.57,79.84,23.35,189,178,150,Low
Chirayata,0.5,6.268,293.26,97.1,24.77,144,161,177,Low
Chirayata,0.5,4.587,263.29,110.18,26.46,163,189,158,Low
Chirayata,0.5,5.248,213.77,56.85,25.38,168,222,143,Low
Chirayata,0.5,5.524,204.09,67.8,27.22,177,168,135,Low
Chirayata,0.5,5.252,134.4,112.66,25.16,170,152,122,Low
Chirayata,0.5,5.286,201.29,152.25,24.6,163,214,177,Low
Chirayata,0.5,5.344,326.46,127.25,24.89,187,132,179,Low
Chirayata,0.5,5.934,148.2,112.41,23.51,191,169,169,Low
Chirayata,0.5,5.751,107.99,96.93,26.67,116,194,176,Low
Chirayata,0.5,5.086,200.94,119.22,22.28,175,227,175,Low
Chirayata,0.5,5.819,233.79,80.83,26.05,150,141,174,Low
Chirayata,0.5,5.487,164.6,81.07,26.62,172,149,135,Low
Chirayata,0.5,6.268,176.2,42.52,25.55,163,134,181,Low
Chirayata,0.5,5.999,185.26,82.61,23.75,190,167,177,Low
Chirayata,0.5,5.64,161.19,86.85,23.92,122,159,176,Low
Chirayata,0.5,6.067,194.65,150.43,25.49,186,207,162,Low
Chirayata,0.5,5.907,235.04,63.87,25.0,179,202,199,Low
Chirayata,0.5,5.215,192.49,105.7,25.3,151,158,208,Low
Chirayata,0.5,5.677,331.38,132.39,25.09,255,154,165,Low
Chirayata,0.5,6.211,157.67,87.28,24.68,177,179,161,Low
Chirayata,0.5,4.781,229.85,103.89,24.65,197,174,145,Low
Chirayata,0.5,5.241,210.72,78.3,24.47,187,155,184,Low
Chirayata,0.5,5.694,128.54,88.14,24.75,180,151,121,Low
Chirayata,0.5,6.339,214.77,90.53,26.57,164,170,158,Low
Chirayata,0.5,5.459,254.61,101.68,25.04,208,186,138,Low
Chirayata,0.5,5.068,144.17,60.83,24.14,218,176,200,Low
Chirayata,0.5,5.275,220.0,33.32,25.03,163,171,150,Low
Chirayata,0.5,5.281,164.17,138.2,25.25,182,168,164,Low
Chirayata,0.5,5.655,197.96,125.81,24.8,172,190,144,Low
Chirayata,0.5,6.422,215.74,91.15,24.97,212,195,158,Low
Chirayata,0.5,6.1,230.25,94.62,24.96,182,174,135,Low
Chirayata,0.5,5.173,218.99,86.37,24.06,167,148,141,Low
Chirayata,0.5,5.358,172.88,106.37,23.57,95,199,186,Low
Chirayata,0.5,5.442,157.98,134.86,25.5,199,211,177,Low
Chirayata,0.5,6.313,214.39,90.92,26.43,158,190,143,Low
Chirayata,0.5,5.106,177.86,100.08,24.83,163,187,151,Low
Chirayata,0.5,5.667,304.98,114.81,25.82,171,191,121,Low
Chirayata,0.5,6.348,3.52,76.89,26.44,169,199,195,Low
Chirayata,0.5,5.381,244.36,81.64,26.12,206,179,124,Low
Chirayata,0.5,5.343,116.39,114.87,23.97,180,177,203,Low
Chirayata,0.5,5.399,194.55,93.3,23.5,143,140,141,Low
Chirayata,0.5,5.092,169.77,101.56,24.85,186,185,153,Low
Chirayata,0.5,4.854,180.1,161.12,27.87,161,181,173,Low
Chirayata,0.5,5.147,169.47,98.53,26.02,170,170,196,Low
Chirayata,0.5,6.139,213.84,107.23,26.12,146,191,227,Low
Chirayata,0.5,6.311,209.9,67.14,26.71,158,167,153,Low
Chirayata,0.5,5.671,197.87,149.26,26.79,162,197,122,Low
Chirayata,0.5,5.624,266.27,38.81,23.45,145,156,159,Low
Chirayata,0.5,5.546,181.73,101.14,23.7,167,161,200,Low
Chirayata,0.5,5.761,122.16,65.52,26.24,152,126,168,Low
Chirayata,0.5,5.732,224.37,134.48,27.61,167,186,172,Low
Chirayata,0.5,5.646,184.19,107.75,22.64,153,204,155,Low
Chirayata,0.5,6.219,136.57,132.74,25.05,167,212,165,Low
Chirayata,0.5,5.789,263.57,45.53,27.46,163,185,182,Low
Chirayata,0.5,5.93,180.34,86.14,26.12,228,198,174,Low
Chirayata,0.5,5.645,241.52,89.39,24.35,160,203,176,Low
Chirayata,0.5,5.626,187.3,85.73,25.21,193,200,147,Low
Chirayata,0.5,5.904,245.81,143.45,21.76,146,209,146,Low
Chirayata,0.5,5.128,249.41,99.8,24.49,145,205,168,Low
Chirayata,0.5,5.409,193.21,172.46,25.78,169,186,106,Low
Chirayata,0.5,5.794,206.27,138.81,23.13,180,173,183,Low
Chirayata,0.5,5.76,207.12,78.5,25.41,176,160,179,Low
Chirayata,0.5,4.556,92.33,74.46,22.37,127,163,148,Low
Chirayata,0.5,5.496,99.16,95.7,24.36,137,145,166,Low
Chirayata,0.5,6.13,283.79,74.52,26.12,170,163,164,Low
Chirayata,0.5,5.809,174.08,86.12,26.14,196,189,104,Low
Chirayata,0.5,5.412,234.2,55.19,24.16,168,185,160,Low
Chirayata,0.5,5.673,201.44,133.33,25.01,196,160,111,Low
Chirayata,0.5,5.249,187.6,173.37,24.57,166,159,157,Low
Chirayata,0.5,6.007,205.81,71.69,25.37,129,183,142,Low
Chirayata,0.5,5.623,115.57,108.12,25.18,177,169,129,Low
Chirayata,0.5,6.443,202.04,43.5,26.27,194,181,150,Low
Chirayata,0.5,5.787,192.25,59.32,26.15,201,184,170,Low
Chirayata,0.5,5.781,273.82,116.25,26.76,178,206,192,Low
Chirayata,0.5,5.273,289.3,83.02,23.33,146,224,143,Low
Chirayata,0.5,6.049,310.19,108.51,26.12,131,172,193,Low
Chirayata,0.5,5.404,286.12,118.19,26.66,143,195,203,Low
Chirayata,0.5,5.507,144.52,79.77,24.64,129,170,146,Low
Chirayata,0.5,6.419,228.87,142.62,24.7,140,147,149,Low
Chirayata,0.5,5.159,209.07,131.92,26.86,179,212,113,Low
Chirayata,0.5,5.919,113.22,113.09,24.69,185,186,150,Low
Chirayata,0.5,5.42,146.32,118.34,26.61,161,188,157,Low
Chirayata,0.5,5.399,126.04,83.19,24.56,179,186,103,Low
Chirayata,0.5,6.037,124.46,69.18,24.43,173,187,164,Low
Chirayata,0.5,5.506,137.09,91.92,24.58,170,158,172,Low
Chirayata,0.5,5.521,254.33,176.5,26.89,151,177,161,Low
Chirayata,0.5,4.819,301.79,96.46,25.88,171,157,164,Low
Chirayata,0.5,6.061,118.07,141.79,25.0,204,193,180,Low
Chirayata,0.5,5.54,186.29,99.24,25.96,151,148,157,Low
Chirayata,0.5,5.987,210.06,80.35,25.57,145,189,146,Low
Chirayata,0.5,5.402,294.35,99.01,23.45,135,214,194,Low
Chirayata,0.5,4.918,246.69,87.96,24.24,197,197,180,Low
Chirayata,0.5,5.254,264.84,90.75,24.01,158,190,171,Low
Chirayata,0.5,4.835,195.95,110.78,24.14,137,160,166,Low
Chirayata,0.5,5.531,180.89,69.68,24.32,184,211,194,Low
Chirayata,0.5,5.266,186.96,144.43,27.65,191,229,141,Low
Chirayata,0.5,5.241,138.39,35.86,22.49,180,160,161,Low
Chirayata,0.5,5.607,103.75,145.88,23.58,175,156,176,Low
Chirayata,0.5,5.497,180.4,86.29,26.2,193,158,124,Low
Chirayata,0.5,6.065,122.25,73.53,25.07,118,167,137,Low
Chirayata,0.5,5.453,191.97,86.08,24.48,155,131,168,Low
Chirayata,0.5,5.511,96.82,139.96,25.36,162,188,167,Low
Chirayata,0.5,5.265,143.57,82.09,25.85,197,185,162,Low
Chirayata,0.5,5.702,206.06,71.19,24.88,187,177,162,Low
Chirayata,0.5,5.747,194.85,113.16,25.39,193,172,187,Low
Chirayata,0.5,4.758,194.77,95.45,22.1,187,167,116,Low
Chirayata,0.5,6.054,132.0,161.34,24.15,134,197,155,Low
Chirayata,0.5,5.286,230.94,112.74,25.41,198,179,196,Low
Chirayata,0.5,6.365,150.4,113.52,23.67,119,141,186,Low
Chirayata,0.5,5.798,136.98,66.05,23.41,189,201,218,Low
Chirayata,0.5,6.443,217.46,103.31,26.48,236,224,149,Low
Chirayata,0.5,5.536,209.31,89.58,26.34,178,222,172,Low
Chirayata,0.5,5.62,197.6,77.46,23.64,159,203,173,Low
Chirayata,0.5,5.731,241.33,89.6,25.46,137,187,160,Low
Chirayata,0.5,5.761,202.98,129.0,24.92,82,195,167,Low
Chirayata,0.5,5.084,209.64,34.75,25.24,161,146,105,Low
Chirayata,0.5,5.875,215.62,107.9,25.53,166,145,182,Low
Chirayata,0.5,5.301,175.91,69.07,24.89,159,146,130,Low
Chirayata,0.5,5.886,216.46,134.06,25.49,201,171,184,Low
Chirayata,0.5,5.913,302.51,107.4,24.37,166,190,157,Low
Chirayata,0.5,5.093,143.95,116.63,25.75,142,175,129,Low
Chirayata,0.5,5.461,109.18,117.16,24.12,148,198,88,Low
Chirayata,0.5,5.528,267.73,132.09,24.98,240,213,175,Low
Chirayata,0.5,6.079,237.36,60.86,24.52,204,184,144,Low
Chirayata,0.5,5.931,173.88,117.96,25.52,173,186,194,Low
Chirayata,0.5,5.26,237.05,111.76,28.16,165,246,161,Low
Chirayata,0.5,5.71,206.88,108.76,24.47,184,207,182,Low
Chirayata,0.5,5.428,141.76,123.37,26.27,103,175,163,Low
Chirayata,0.5,5.552,111.44,95.53,24.7,154,199,157,Low
Chirayata,0.5,5.108,181.67,118.21,25.19,148,168,178,Low
Chirayata,0.5,5.34,189.09,75.42,26.55,115,138,137,Low
Chirayata,0.5,5.14,166.55,143.42,25.71,196,181,107,Low
Chirayata,0.5,5.406,123.34,104.24,23.22,158,187,188,Low
Chirayata,0.5,6.131,279.63,88.18,25.19,209,199,142,Low
Chirayata,0.5,5.329,156.82,93.36,22.84,169,176,160,Low
Chirayata,0.5,5.361,217.36,121.99,24.22,170,150,169,Low
Chirayata,0.5,6.149,181.14,136.93,24.13,219,233,155,Low
Chirayata,0.5,5.397,184.7,59.78,27.04,170,206,153,Low
Chirayata,0.5,5.984,228.45,97.8,27.52,205,203,159,Low
Chirayata,0.5,6.078,134.21,130.98,22.23,218,143,163,Low
Chirayata,0.5,5.648,181.58,103.92,24.27,197,212,140,Low
Chirayata,0.5,4.971,121.64,18.06,26.27,181,190,194,Low
Chirayata,0.5,5.878,161.32,34.4,25.43,191,175,163,Low
Chirayata,0.5,5.318,205.21,43.93,24.75,197,155,157,Low
Chirayata,0.5,5.317,255.05,113.66,24.31,174,185,139,Low
Chirayata,0.5,6.387,71.5,80.01,24.62,180,151,127,Low
Chirayata,0.5,5.838,129.53,69.02,25.68,189,205,172,Low
Chirayata,0.5,6.167,225.51,66.92,24.86,159,149,192,Low
Chirayata,0.5,5.749,284.83,101.66,24.46,215,193,165,Low
Chirayata,0.5,5.481,225.06,101.41,27.88,120,151,134,Low
Chirayata,0.5,5.551,256.55,95.37,23.5,185,221,165,Low
Chirayata,0.5,5.317,194.05,33.31,26.55,153,148,188,Low
Chirayata,0.5,4.965,159.96,101.25,23.52,187,169,122,Low
Chirayata,0.5,5.539,163.8,75.97,26.36,170,196,176,Low
Chirayata,0.5,5.646,225.27,133.74,24.57,161,143,181,Low
Chirayata,0.5,4.904,265.42,91.78,24.15,194,191,126,Low
Chirayata,0.5,5.951,179.69,76.68,26.22,150,187,114,Low
Chirayata,0.5,5.152,66.96,112.75,24.2,146,205,212,Low
Chirayata,0.5,5.592,200.36,110.84,25.86,151,138,196,Low
Chirayata,0.5,5.562,161.22,100.9,26.41,160,142,174,Low
Chirayata,0.5,5.607,153.71,104.43,24.26,189,167,154,Low
Chirayata,1.0,5.709,285.12,231.69,22.0,133,85,94,Medium
Chirayata,1.0,5.776,344.17,305.28,24.52,77,111,101,Medium
Chirayata,1.0,5.512,351.46,208.56,23.73,80,94,87,Medium
Chirayata,1.0,5.363,334.96,97.6,24.91,101,78,65,Medium
Chirayata,1.0,5.364,425.99,99.28,25.02,101,148,106,Medium
Chirayata,1.0,5.143,376.65,288.64,22.07,98,132,81,Medium
Chirayata,1.0,5.912,413.77,163.65,26.45,97,112,81,Medium
Chirayata,1.0,5.452,285.16,100.42,25.68,85,133,73,Medium
Chirayata,1.0,5.843,446.61,226.49,27.26,80,129,97,Medium
Chirayata,1.0,5.931,253.15,320.97,24.55,78,111,86,Medium
Chirayata,1.0,5.226,318.96,193.98,25.9,132,100,97,Medium
Chirayata,1.0,5.684,413.75,188.94,21.73,95,96,77,Medium
Chirayata,1.0,5.612,321.32,143.53,23.47,109,137,68,Medium
Chirayata,1.0,6.035,435.52,120.52,25.33,82,138,74,Medium
Chirayata,1.0,5.041,440.55,93.35,24.33,94,107,80,Medium
Chirayata,1.0,5.533,528.52,200.13,25.82,105,117,86,Medium
Chirayata,1.0,5.79,498.84,150.86,26.16,106,135,71,Medium
Chirayata,1.0,6.282,325.88,254.16,24.95,108,133,93,Medium
Chirayata,1.0,5.985,534.33,266.14,26.1,94,131,103,Medium
Chirayata,1.0,5.957,362.4,183.19,26.08,108,136,83,Medium
Chirayata,1.0,5.577,448.52,192.16,24.49,113,117,77,Medium
Chirayata,1.0,5.227,425.38,299.12,25.69,104,133,92,Medium
Chirayata,1.0,5.26,419.91,135.1,23.56,77,110,85,Medium
Chirayata,1.0,5.288,447.87,348.05,25.42,99,137,85,Medium
Chirayata,1.0,5.454,385.52,193.95,24.11,91,163,80,Medium
Chirayata,1.0,5.727,258.28,101.42,25.67,106,105,76,Medium
Chirayata,1.0,6.274,428.67,202.15,24.88,124,111,78,Medium
Chirayata,1.0,5.243,231.44,213.7,24.33,61,111,67,Medium
Chirayata,1.0,5.666,264.76,179.08,24.24,86,123,70,Medium
Chirayata,1.0,5.739,326.06,84.69,22.97,71,101,87,Medium
Chirayata,1.0,5.52,409.06,121.68,27.06,75,120,78,Medium
Chirayata,1.0,6.042,324.87,262.73,23.81,74,137,88,Medium
Chirayata,1.0,5.65,354.99,148.61,24.0,70,139,67,Medium
Chirayata,1.0,5.531,231.38,255.15,24.72,99,128,65,Medium
Chirayata,1.0,5.653,351.06,94.27,25.97,60,121,111,Medium
Chirayata,1.0,5.472,371.03,62.12,25.98,105,142,94,Medium
Chirayata,1.0,5.469,401.56,265.3,25.38,82,123,69,Medium
Chirayata,1.0,5.355,511.85,173.35,23.18,97,83,83,Medium
Chirayata,1.0,5.357,316.25,242.29,24.88,96,131,97,Medium
Chirayata,1.0,5.617,467.72,322.29,25.43,111,117,98,Medium
Chirayata,1.0,5.462,392.4,226.81,26.46,128,142,95,Medium
Chirayata,1.0,6.09,458.42,237.94,22.76,128,136,108,Medium
Chirayata,1.0,5.489,298.64,165.92,24.94,73,88,81,Medium
Chirayata,1.0,5.687,459.46,239.13,24.91,77,141,88,Medium
Chirayata,1.0,5.084,402.96,140.49,24.9,141,150,96,Medium
Chirayata,1.0,5.476,374.28,267.88,24.07,104,114,74,Medium
Chirayata,1.0,5.654,292.37,300.46,22.75,125,116,74,Medium
Chirayata,1.0,5.912,221.01,224.4,25.31,83,178,87,Medium
Chirayata,1.0,5.089,422.58,185.23,25.84,93,102,86,Medium
Chirayata,1.0,5.915,403.06,223.69,24.97,118,89,85,Medium
Chirayata,1.0,5.504,389.98,133.98,26.79,122,141,102,Medium
Chirayata,1.0,5.952,398.5,138.37,24.0,89,105,76,Medium
Chirayata,1.0,5.349,399.98,177.45,25.71,93,134,92,Medium
Chirayata,1.0,4.974,338.01,136.24,25.09,104,124,86,Medium
Chirayata,1.0,5.561,397.16,90.46,27.02,111,151,83,Medium
Chirayata,1.0,5.435,429.23,108.3,25.06,108,116,68,Medium
Chirayata,1.0,5.401,674.36,146.84,25.99,76,130,81,Medium
Chirayata,1.0,5.016,436.77,132.12,24.3,87,140,66,Medium
Chirayata,1.0,5.808,382.81,240.95,25.11,76,124,62,Medium
Chirayata,1.0,5.279,532.08,208.41,27.41,111,109,92,Medium
Chirayata,1.0,5.475,453.56,182.29,25.66,105,108,84,Medium
Chirayata,1.0,4.823,520.11,256.98,26.93,101,123,71,Medium
Chirayata,1.0,5.856,370.74,149.43,27.28,93,123,70,Medium
Chirayata,1.0,6.226,412.1,308.35,26.98,54,129,98,Medium
Chirayata,1.0,5.428,425.83,186.07,23.13,112,118,85,Medium
Chirayata,1.0,4.7,271.21,189.0,26.85,101,118,100,Medium
Chirayata,1.0,5.244,511.52,58.59,27.0,73,90,90,Medium
Chirayata,1.0,5.654,370.92,197.56,27.34,114,85,83,Medium
Chirayata,1.0,5.664,352.36,191.15,24.26,92,127,84,Medium
Chirayata,1.0,5.452,511.47,197.93,26.49,118,119,70,Medium
Chirayata,1.0,5.583,390.37,184.25,26.09,104,146,83,Medium
Chirayata,1.0,5.009,382.55,255.73,25.24,103,124,89,Medium
Chirayata,1.0,5.578,359.62,154.63,23.59,126,135,92,Medium
Chirayata,1.0,5.459,491.95,246.48,23.89,86,120,71,Medium
Chirayata,1.0,5.035,539.92,217.57,23.01,88,123,75,Medium
Chirayata,1.0,5.254,508.11,301.01,25.5,135,140,80,Medium
Chirayata,1.0,5.225,539.35,97.72,26.8,69,109,86,Medium
Chirayata,1.0,5.526,452.86,153.48,25.7,73,137,75,Medium
Chirayata,1.0,5.314,376.95,209.42,23.71,97,116,87,Medium
Chirayata,1.0,5.737,430.5,219.44,24.34,67,120,83,Medium
Chirayata,1.0,4.971,498.6,218.71,24.71,99,108,56,Medium
Chirayata,1.0,5.156,318.98,161.59,22.59,121,134,33,Medium
Chirayata,1.0,5.411,438.49,172.64,27.34,108,107,69,Medium
Chirayata,1.0,5.428,497.15,193.49,25.34,115,120,92,Medium
Chirayata,1.0,6.04,276.21,112.94,24.21,80,133,61,Medium
Chirayata,1.0,5.229,354.64,220.78,26.23,114,106,84,Medium
Chirayata,1.0,5.977,409.09,269.82,25.15,119,127,49,Medium
Chirayata,1.0,5.523,387.52,180.65,25.76,97,107,54,Medium
Chirayata,1.0,5.249,413.55,161.42,25.73,94,109,58,Medium
Chirayata,1.0,5.284,419.51,79.38,25.94,100,124,89,Medium
Chirayata,1.0,5.157,536.59,209.72,24.36,95,118,81,Medium
Chirayata,1.0,5.635,303.18,327.56,24.62,115,120,97,Medium
Chirayata,1.0,5.201,483.43,180.39,24.81,90,117,73,Medium
Chirayata,1.0,5.204,435.05,272.68,23.02,111,86,79,Medium
Chirayata,1.0,5.673,348.17,326.87,23.45,138,101,81,Medium
Chirayata,1.0,4.571,418.37,193.53,24.8,82,120,77,Medium
Chirayata,1.0,5.371,416.6,148.24,24.99,94,119,80,Medium
Chirayata,1.0,6.192,515.3,302.26,24.16,105,119,91,Medium
Chirayata,1.0,5.512,420.16,257.33,25.52,92,87,88,Medium
Chirayata,1.0,5.212,653.51,240.02,24.25,105,107,76,Medium
Chirayata,1.0,4.9,607.82,244.93,24.12,85,99,56,Medium
Chirayata,1.0,4.965,312.0,234.99,25.57,83,145,50,Medium
Chirayata,1.0,5.475,347.01,227.13,23.37,93,107,72,Medium
Chirayata,1.0,5.681,390.5,116.1,25.79,93,122,80,Medium
Chirayata,1.0,5.502,437.27,131.05,25.99,101,130,79,Medium
Chirayata,1.0,5.824,444.19,202.44,24.63,69,131,84,Medium
Chirayata,1.0,5.588,367.96,123.85,26.98,91,79,91,Medium
Chirayata,1.0,5.499,297.34,150.41,23.71,116,108,85,Medium
Chirayata,1.0,5.68,471.03,211.36,22.91,108,135,100,Medium
Chirayata,1.0,5.59,553.64,122.61,27.18,129,107,89,Medium
Chirayata,1.0,5.19,562.47,153.5,27.62,123,124,68,Medium
Chirayata,1.0,5.843,423.23,152.02,25.92,118,153,62,Medium
Chirayata,1.0,5.644,427.75,257.62,25.43,103,107,74,Medium
Chirayata,1.0,5.506,453.97,130.84,23.02,104,123,76,Medium
Chirayata,1.0,5.559,523.47,196.57,26.07,107,123,93,Medium
Chirayata,1.0,5.491,409.69,219.81,24.96,80,120,84,Medium
Chirayata,1.0,5.666,446.24,233.66,24.49,131,128,111,Medium
Chirayata,1.0,6.514,391.31,133.85,24.47,106,116,79,Medium
Chirayata,1.0,5.577,312.26,159.5,24.49,90,161,77,Medium
Chirayata,1.0,5.69,302.42,224.45,24.94,103,129,63,Medium
Chirayata,1.0,5.632,367.22,294.0,27.3,93,125,85,Medium
Chirayata,1.0,6.412,455.57,262.95,24.68,94,124,86,Medium
Chirayata,1.0,4.98,279.12,277.08,23.56,85,113,77,Medium
Chirayata,1.0,5.612,408.05,143.58,25.98,94,111,76,Medium
Chirayata,1.0,5.189,442.53,232.96,24.72,108,154,96,Medium
Chirayata,1.0,5.476,338.28,301.09,26.07,114,107,78,Medium
Chirayata,1.0,5.736,353.5,361.08,24.61,97,99,85,Medium
Chirayata,1.0,5.262,187.49,222.69,25.04,95,128,82,Medium
Chirayata,1.0,5.486,425.41,236.1,25.36,119,141,103,Medium
Chirayata,1.0,6.28,317.08,233.51,23.16,96,97,63,Medium
Chirayata,1.0,5.38,326.64,184.61,24.66,107,128,96,Medium
Chirayata,1.0,5.44,309.15,177.53,23.6,107,122,64,Medium
Chirayata,1.0,5.128,277.55,172.22,24.71,108,102,86,Medium
Chirayata,1.0,5.294,516.0,209.6,27.02,91,78,66,Medium
Chirayata,1.0,5.206,554.07,200.57,27.54,51,142,71,Medium
Chirayata,1.0,4.916,466.95,103.26,24.22,109,119,66,Medium
Chirayata,1.0,5.919,419.99,162.8,27.89,115,100,76,Medium
Chirayata,1.0,4.954,560.47,289.27,26.58,96,129,77,Medium
Chirayata,1.0,5.145,210.97,218.07,25.33,102,154,101,Medium
Chirayata,1.0,6.359,605.86,228.76,25.32,83,130,97,Medium
Chirayata,1.0,5.294,368.54,163.37,21.47,113,154,69,Medium
Chirayata,1.0,5.418,349.92,169.69,25.78,97,155,86,Medium
Chirayata,1.0,5.506,395.04,252.43,25.94,107,113,91,Medium
Chirayata,1.0,5.171,484.09,290.49,25.31,92,118,90,Medium
Chirayata,1.0,5.491,548.55,204.34,26.81,77,137,72,Medium
Chirayata,1.0,5.732,624.79,157.47,25.37,45,122,88,Medium
Chirayata,1.0,5.626,420.31,196.33,22.41,119,97,77,Medium
Chirayata,1.0,6.036,525.86,117.41,26.08,93,66,75,Medium
Chirayata,1.0,5.971,421.72,180.07,25.49,93,114,94,Medium
Chirayata,1.0,5.843,538.3,39.07,23.9,116,121,78,Medium
Chirayata,1.0,5.037,364.23,38.03,24.29,102,65,75,Medium
Chirayata,1.0,5.427,484.66,255.38,24.27,95,103,66,Medium
Chirayata,1.0,4.818,410.71,142.5,24.5,84,133,87,Medium
Chirayata,1.0,4.948,252.98,169.56,23.92,86,109,64,Medium
Chirayata,1.0,5.495,314.45,135.93,25.64,85,111,74,Medium
Chirayata,1.0,6.386,373.37,156.08,26.82,110,113,74,Medium
Chirayata,1.0,5.341,524.85,223.31,25.59,111,114,78,Medium
Chirayata,1.0,4.758,358.46,269.86,23.48,127,146,72,Medium
Chirayata,1.0,5.653,526.25,167.89,26.42,94,87,100,Medium
Chirayata,1.0,6.089,303.38,252.94,25.88,102,144,90,Medium
Chirayata,1.0,4.816,588.81,188.83,24.61,108,102,65,Medium
Chirayata,1.0,5.9,413.32,214.01,24.11,128,83,76,Medium
Chirayata,1.0,5.364,390.16,258.29,27.3,110,144,104,Medium
Chirayata,1.0,4.947,374.77,164.03,25.54,95,116,97,Medium
Chirayata,1.0,5.361,309.48,216.0,26.53,112,120,68,Medium
Chirayata,1.0,4.99,433.36,292.66,23.82,110,105,83,Medium
Chirayata,1.0,5.543,437.77,163.51,23.75,78,122,66,Medium
Chirayata,1.0,4.656,331.89,141.47,28.66,73,108,73,Medium
Chirayata,1.0,5.243,583.37,229.28,24.48,105,61,91,Medium
Chirayata,1.0,5.358,436.85,136.95,25.86,145,139,76,Medium
Chirayata,1.0,5.587,223.86,241.07,24.25,114,127,76,Medium
Chirayata,1.0,5.572,382.68,152.33,24.58,83,95,85,Medium
Chirayata,1.0,5.331,409.3,281.26,25.17,119,90,79,Medium
Chirayata,1.0,5.414,455.45,119.23,25.38,104,130,94,Medium
Chirayata,1.0,5.17,327.85,253.35,24.92,114,108,92,Medium
Chirayata,1.0,5.225,483.5,234.56,24.2,103,125,61,Medium
Chirayata,1.0,5.735,468.73,157.45,22.65,113,111,71,Medium
Chirayata,1.0,5.558,381.1,134.36,26.04,103,113,76,Medium
Chirayata,1.0,5.217,514.11,237.23,25.73,87,113,76,Medium
Chirayata,1.0,5.342,394.01,129.44,25.82,86,135,79,Medium
Chirayata,1.0,5.813,439.64,193.28,25.29,113,129,56,Medium
Chirayata,1.0,5.304,526.11,226.37,21.56,89,146,79,Medium
Chirayata,1.0,5.52,450.57,205.53,24.98,111,132,111,Medium
Chirayata,1.0,4.938,613.71,298.07,23.84,111,134,69,Medium
Chirayata,1.0,5.246,421.05,138.87,23.74,91,98,102,Medium
Chirayata,1.0,5.242,445.18,139.82,26.3,71,112,78,Medium
Chirayata,1.0,5.115,147.31,251.78,23.43,97,108,94,Medium
Chirayata,1.0,4.863,356.08,243.89,24.62,66,114,70,Medium
Chirayata,1.0,5.65,398.25,158.38,24.75,108,116,88,Medium
Chirayata,1.0,4.726,604.33,218.84,24.22,89,150,61,Medium
Chirayata,1.0,5.702,327.28,184.32,25.04,109,103,75,Medium
Chirayata,1.0,5.447,377.8,182.09,24.62,88,140,82,Medium
Chirayata,1.0,5.784,520.72,283.37,24.68,114,80,63,Medium
Chirayata,1.0,5.583,299.73,210.76,23.34,85,152,73,Medium
Chirayata,1.0,5.592,422.56,191.46,23.91,111,162,79,Medium
Chirayata,1.0,5.234,506.03,298.38,26.08,113,119,92,Medium
Chirayata,1.0,5.364,289.79,202.02,24.98,124,113,93,Medium
Chirayata,1.0,6.1,405.48,324.4,23.99,65,131,58,Medium
Chirayata,1.0,5.039,337.52,256.21,24.51,140,121,76,Medium
Chirayata,1.0,5.13,469.62,202.12,24.41,102,103,74,Medium
Chirayata,1.5,5.523,587.7,372.78,25.0,35,63,0,High
Chirayata,1.5,5.477,360.18,446.29,23.22,20,36,7,High
Chirayata,1.5,6.036,788.82,179.32,27.47,34,70,0,High
Chirayata,1.5,5.787,339.31,369.08,26.45,12,62,2,High
Chirayata,1.5,5.773,528.66,317.74,25.57,32,73,4,High
Chirayata,1.5,5.592,682.51,242.22,23.52,28,74,5,High
Chirayata,1.5,4.886,843.15,89.87,22.93,41,66,7,High
Chirayata,1.5,5.009,596.02,437.17,25.88,17,80,1,High
Chirayata,1.5,5.734,869.71,318.1,26.92,38,80,9,High
Chirayata,1.5,5.093,619.84,401.68,21.18,32,46,0,High
Chirayata,1.5,5.217,370.68,291.64,26.13,37,63,1,High
Chirayata,1.5,5.196,521.36,398.98,24.26,31,67,0,High
Chirayata,1.5,5.012,558.57,287.96,26.15,31,69,0,High
Chirayata,1.5,5.763,557.4,343.89,24.99,35,76,0,High
Chirayata,1.5,6.013,543.04,392.67,25.29,43,61,0,High
Chirayata,1.5,5.651,555.0,166.21,26.31,33,59,5,High
Chirayata,1.5,4.938,548.53,431.82,24.05,24,56,16,High
Chirayata,1.5,5.692,592.3,351.05,27.61,26,46,0,High
Chirayata,1.5,5.705,885.41,219.02,24.1,27,63,0,High
Chirayata,1.5,6.271,672.47,372.3,23.95,38,76,6,High
Chirayata,1.5,4.613,725.11,273.01,25.02,19,63,4,High
Chirayata,1.5,5.157,298.04,310.73,25.36,35,68,0,High
Chirayata,1.5,5.952,697.68,430.14,25.39,28,29,3,High
